,Source,Target,Weight,Timestamp
3300,593,770,2,1307040561.63537
3301,770,593,1,1307040664.1861
3302,601,771,1,1307042967.8294
3303,771,601,1,1307042995.581
3304,770,28,1,1307043440.8756
3305,230,772,1,1307043532.9854698
3306,772,230,1,1307043573.39295
3307,28,770,1,1307043597.57387
3308,739,701,1,1307044229.74695
3309,739,379,1,1307044263.4498198
3310,739,773,10,1307044315.13222
3311,773,739,10,1307044316.2063
3312,740,216,1,1307044429.59644
3313,28,639,2,1307045199.8554401
3314,639,28,3,1307045224.58235
3315,601,774,1,1307045441.44685
3316,529,775,1,1307046311.40635
3317,601,565,1,1307046618.45188
3318,356,0,4,1307048882.9349
3319,0,356,4,1307049475.13824
3320,774,601,1,1307049838.55229
3321,313,0,10,1307051141.08706
3322,0,313,5,1307051395.32406
3323,776,209,2,1307052961.46589
3324,209,776,2,1307053020.17809
3325,497,777,1,1307053181.20992
3326,777,497,1,1307053251.4182699
3327,774,684,1,1307054366.26149
3328,684,774,1,1307054373.15957
3329,684,771,1,1307054552.3036
3330,771,684,1,1307054892.3029199
3331,771,138,1,1307055484.12827
3332,138,771,1,1307055512.50988
3333,726,646,1,1307056628.25967
3334,646,726,1,1307056757.52256
3335,684,138,1,1307056771.9000301
3336,138,684,1,1307056856.8122098
3337,684,726,1,1307056911.7433
3338,726,684,1,1307056933.92389
3339,726,187,1,1307057328.3292902
3340,187,726,1,1307057534.72669
3341,738,6,1,1307058219.84205
3342,3,482,1,1307058364.48005
3343,684,739,2,1307058792.26528
3344,739,684,2,1307058809.95714
3345,10,482,1,1307058884.46795
3346,187,684,1,1307058993.68377
3347,684,187,2,1307059007.3471198
3348,75,138,2,1307059142.8342
3349,75,323,3,1307059249.32795
3350,323,75,3,1307059288.43049
3351,646,740,1,1307059601.90831
3352,752,646,1,1307061270.80725
3353,646,752,1,1307061354.5459
3354,403,778,2,1307061771.26721
3355,729,499,1,1307062062.20327
3356,499,729,1,1307062415.0504801
3357,738,163,3,1307062625.07611
3358,752,377,1,1307063496.47445
3359,738,779,1,1307063588.89155
3360,779,738,1,1307063691.8941
3361,377,752,1,1307063806.14905
3362,98,754,1,1307064640.94255
3363,495,712,6,1307065151.05515
3364,594,763,1,1307065278.86575
3365,763,594,1,1307065327.4560199
3366,754,98,1,1307065836.18805
3367,41,656,2,1307067007.65378
3368,497,646,1,1307067010.83841
3369,646,497,1,1307067047.63616
3370,646,780,1,1307071149.74914
3371,780,646,1,1307071308.3286
3372,497,754,1,1307074494.89069
3373,775,529,1,1307074511.10515
3374,538,0,2,1307076088.4442198
3375,684,683,2,1307077072.8956099
3376,683,684,2,1307077097.12763
3377,683,497,1,1307077116.4114301
3378,754,497,1,1307077146.8323
3379,729,782,2,1307077630.2221599
3380,782,729,2,1307077674.01415
3381,538,646,1,1307078760.63426
3382,483,1,2,1307079072.36748
3383,0,8,2,1307079554.87448
3384,646,538,1,1307079581.82888
3385,8,0,10,1307079616.79615
3386,783,497,1,1307082091.47385
3387,684,646,1,1307083871.6996698
3388,673,483,3,1307086417.32075
3389,783,785,1,1307087177.37689
3390,785,783,1,1307087199.1734
3391,163,497,3,1307090666.7114801
3392,783,786,1,1307091469.70369
3393,243,159,1,1307092052.6112099
3394,159,243,1,1307092150.01209
3395,606,787,1,1307092689.29674
3396,21,788,1,1307092762.37677
3397,785,786,1,1307093717.4109302
3398,786,785,1,1307094672.40852
3399,787,606,1,1307095418.9605901
3400,754,789,1,1307095654.29123
3401,789,754,1,1307095668.08472
3402,650,790,1,1307095711.1186302
3403,255,483,3,1307098400.82317
3404,736,30,1,1307102825.64171
3405,3,497,1,1307103234.4965901
3406,230,734,1,1307108477.72268
3407,494,792,1,1307109082.26285
3408,792,494,1,1307109121.95761
3409,719,793,5,1307109361.43125
3410,719,435,4,1307109422.07876
3411,719,794,4,1307109438.0553699
3412,16,736,2,1307109792.15531
3413,45,359,1,1307110635.52556
3414,359,45,1,1307110740.11173
3415,794,719,5,1307111262.26604
3416,743,21,1,1307111537.19051
3417,21,743,1,1307111544.3275099
3418,743,505,1,1307112525.23572
3419,45,507,1,1307113189.84201
3420,507,45,2,1307113225.23431
3421,739,459,2,1307113536.7266
3422,771,735,1,1307113985.39018
3423,735,771,1,1307114004.06396
3424,459,739,1,1307115140.59387
3425,738,660,1,1307115423.87345
3426,660,738,1,1307115651.2063599
3427,660,792,1,1307115654.49338
3428,26,795,1,1307117081.9563699
3429,738,0,1,1307117317.88516
3430,0,738,1,1307117325.75918
3431,795,26,1,1307117364.62114
3432,371,21,5,1307118611.11176
3433,735,796,1,1307119239.7067099
3434,796,735,1,1307119347.7023098
3435,106,779,2,1307120553.5560699
3436,106,159,2,1307120673.1721199
3437,159,106,2,1307120794.92675
3438,310,738,2,1307123417.34429
3439,738,310,2,1307123496.5447302
3440,26,797,1,1307123683.4677598
3441,714,798,2,1307123818.71361
3442,798,714,2,1307123843.22074
3443,714,693,5,1307123853.56646
3444,792,660,3,1307125271.6717598
3445,43,80,10,1307125676.67541
3446,520,798,2,1307127103.47313
3447,798,520,2,1307127175.33022
3448,712,799,8,1307127963.09372
3449,791,800,3,1307128627.01723
3450,800,791,3,1307128708.66706
3451,170,801,1,1307128924.00795
3452,734,230,2,1307129255.0807
3453,801,170,1,1307129544.3598402
3454,170,802,1,1307130775.11527
3455,482,10,1,1307131756.8385198
3456,482,3,1,1307131767.30217
3457,779,170,1,1307131927.12014
3458,802,170,1,1307132120.32828
3459,170,779,1,1307132690.1061401
3460,791,319,3,1307132898.83622
3461,734,803,2,1307135316.27845
3462,648,646,1,1307136823.81595
3463,646,648,1,1307136993.43681
3464,1,738,1,1307137061.95554
3465,738,1,2,1307137106.54251
3466,648,796,1,1307137129.79195
3467,796,648,1,1307137203.09504
3468,646,177,1,1307137323.40403
3469,350,203,4,1307137379.54035
3470,177,646,1,1307137561.95747
3471,648,804,1,1307137609.73226
3472,804,648,1,1307137779.20714
3473,648,483,1,1307138602.1219301
3474,177,805,1,1307138606.5213099
3475,483,648,1,1307138903.1380901
3476,646,806,1,1307140464.27527
3477,806,646,1,1307140488.22543
3478,791,728,3,1307140638.40695
3479,728,791,3,1307140720.5929801
3480,791,807,3,1307140740.5951
3481,791,694,3,1307140825.96258
3482,203,808,1,1307141611.63475
3483,808,203,1,1307141669.1553302
3484,805,646,1,1307141949.9842901
3485,170,777,1,1307144209.04615
3486,777,170,1,1307144286.10899
3487,188,809,1,1307145229.2712
3488,809,188,1,1307145595.91924
3489,589,255,2,1307145600.51024
3490,255,589,3,1307145805.01796
3491,728,806,10,1307147073.91592
3492,589,810,1,1307147308.24999
3493,810,589,1,1307147353.17634
3494,810,499,1,1307147450.2297301
3495,807,791,3,1307147579.51801
3496,306,797,1,1307147756.30534
3497,810,646,2,1307148138.3283
3498,797,306,1,1307149632.0882
3499,806,728,9,1307149814.24683
3500,6,508,2,1307150279.59685
3501,546,596,3,1307152700.5594199
3502,95,811,2,1307153758.8715699
3503,811,95,2,1307153874.561
3504,806,812,1,1307154194.77298
3505,812,806,1,1307154210.36696
3506,177,255,1,1307154800.4064698
3507,255,177,3,1307154875.11659
3508,278,396,1,1307156123.43902
3509,521,813,1,1307156595.44096
3510,195,16,1,1307156662.75059
3511,16,195,1,1307156782.27726
3512,646,814,1,1307158261.6589901
3513,814,646,1,1307158306.24401
3514,815,816,1,1307159622.29006
3515,815,646,2,1307159628.2643
3516,815,817,2,1307159643.02868
3517,646,815,2,1307159750.8411698
3518,30,818,1,1307159972.7185
3519,255,819,3,1307160803.32705
3520,819,255,2,1307160920.58096
3521,818,30,1,1307161064.6941
3522,806,264,1,1307161893.97673
3523,264,806,1,1307161897.37683
3524,813,521,1,1307162396.48605
3525,255,820,3,1307163075.3139699
3526,820,255,1,1307163116.11755
3527,673,646,1,1307165035.50163
3528,163,673,1,1307166044.1447
3529,10,646,1,1307166125.77178
3530,646,821,1,1307169733.18412
3531,821,646,1,1307169760.64368
3532,646,673,1,1307169791.80178
3533,758,791,2,1307172516.05266
3534,791,613,3,1307172632.29985
3535,613,791,3,1307172646.76319
3536,791,758,3,1307172685.04281
3537,783,582,8,1307175686.14042
3538,791,255,3,1307176098.23779
3539,313,454,1,1307176988.43131
3540,454,313,1,1307177013.84019
3541,255,729,3,1307179010.08623
3542,729,255,3,1307179123.36818
3543,454,528,1,1307179575.06952
3544,528,454,1,1307179628.77089
3545,350,822,2,1307183719.48288
3546,729,779,2,1307183740.14949
3547,822,350,2,1307184597.4496698
3548,822,745,1,1307184808.63453
3549,494,673,1,1307184923.798
3550,673,494,1,1307185228.05531
3551,791,779,3,1307186136.67059
3552,779,729,1,1307186517.64229
3553,779,791,1,1307186530.0090199
3554,791,823,3,1307188467.8375099
3555,823,791,3,1307189091.4642
3556,1,613,3,1307189946.0805
3557,613,1,3,1307189984.78903
3558,729,730,1,1307191215.37591
3559,801,789,1,1307191357.2853699
3560,789,801,1,1307191409.99544
3561,255,824,3,1307191514.76909
3562,334,797,1,1307192058.97409
3563,797,334,2,1307192467.1837
3564,803,734,1,1307194821.72539
3565,816,815,1,1307194857.29117
3566,791,646,3,1307198593.4172
3567,646,791,2,1307198593.5120199
3568,791,825,3,1307198611.34726
3569,825,791,2,1307198674.0588698
3570,825,714,1,1307198679.05319
3571,132,243,2,1307201771.81166
3572,646,826,1,1307202094.06978
3573,826,646,1,1307202130.96502
3574,791,827,3,1307202744.61657
3575,827,791,3,1307202809.46749
3576,26,821,1,1307203964.50231
3577,821,828,1,1307204185.75385
3578,828,821,1,1307204199.21121
3579,243,132,2,1307204200.47526
3580,821,26,1,1307204727.18964
3581,243,439,2,1307204846.72991
3582,439,243,2,1307204895.6628802
3583,306,829,1,1307205357.32622
3584,738,729,1,1307205575.82478
3585,729,738,1,1307205576.87565
3586,823,830,2,1307205918.5353901
3587,830,823,2,1307205948.68551
3588,791,831,3,1307207574.69786
3589,831,791,3,1307207588.44948
3590,829,306,1,1307208075.34792
3591,791,832,3,1307208677.26101
3592,832,791,3,1307208763.18035
3593,243,255,5,1307209286.58911
3594,255,243,5,1307209309.2383199
3595,495,75,5,1307209417.1010802
3596,738,497,2,1307209538.1956599
3597,378,243,1,1307209606.84587
3598,435,833,2,1307210175.95165
3599,833,435,2,1307210211.47577
3600,823,834,2,1307211362.69009
3601,834,823,2,1307211401.17626
3602,821,729,1,1307211957.94749
3603,729,821,1,1307212122.70817
3604,821,835,1,1307212521.49224
3605,821,691,1,1307212621.57681
3606,691,821,2,1307212641.13646
3607,243,378,2,1307212922.75069
3608,821,694,1,1307213256.72085
3609,694,821,1,1307213269.7074
3610,692,722,1,1307213353.2599099
3611,821,10,1,1307213859.06201
3612,10,821,1,1307213925.17426
3613,243,565,2,1307214256.61868
3614,821,836,1,1307214260.6658301
3615,757,821,1,1307214468.37265
3616,821,757,1,1307214470.7713199
3617,483,495,1,1307214913.50312
3618,495,483,2,1307214984.2790198
3619,565,243,1,1307215439.2600698
3620,836,821,1,1307215597.99878
3621,646,810,1,1307215695.2644
3622,10,734,1,1307216059.26543
3623,734,10,1,1307216091.22913
3624,835,821,1,1307216191.39082
3625,825,646,1,1307217581.56717
3626,646,825,1,1307217609.05245
3627,334,505,2,1307219769.14232
3628,6,837,2,1307220657.0413802
3629,837,6,2,1307220711.6291199
3630,825,838,2,1307220956.9521
3631,838,825,2,1307221023.44217
3632,684,834,1,1307222615.48529
3633,834,684,1,1307222647.70315
3634,791,839,3,1307222808.3316698
3635,507,551,2,1307224475.76636
3636,551,507,2,1307224572.321
3637,791,783,3,1307225551.0113401
3638,839,791,3,1307225755.45316
3639,655,842,1,1307226449.79404
3640,841,843,2,1307226649.96374
3641,843,841,2,1307226786.30687
3642,842,655,1,1307227589.45276
3643,537,833,1,1307228145.51101
3644,833,537,1,1307228210.85346
3645,10,658,1,1307229556.5137699
3646,658,10,1,1307229657.1885
3647,694,684,3,1307230173.8014698
3648,684,694,3,1307230204.28421
3649,783,791,3,1307230450.6476
3650,783,729,4,1307230482.3464699
3651,761,845,1,1307230814.70578
3652,845,761,1,1307230905.65789
3653,10,846,1,1307231255.78158
3654,846,10,1,1307231286.76034
3655,378,847,1,1307232729.76464
3656,646,824,1,1307234148.4994
3657,824,646,1,1307234171.9947698
3658,112,694,1,1307234415.15921
3659,580,734,3,1307234750.64686
3660,132,673,2,1307236609.64712
3661,673,132,1,1307236621.5977
3662,497,849,2,1307240170.64811
3663,791,542,3,1307240441.96046
3664,791,576,3,1307240841.62606
3665,542,791,1,1307240995.79687
3666,777,727,1,1307243501.25813
3667,727,777,1,1307243512.40162
3668,646,376,1,1307244449.84836
3669,376,646,1,1307244479.51219
3670,701,244,1,1307244632.7325401
3671,244,701,1,1307244643.2999198
3672,729,506,2,1307245397.7385
3673,506,729,2,1307245535.32499
3674,495,163,2,1307246850.89625
3675,21,850,1,1307249876.2265
3676,850,21,1,1307249980.96739
3677,6,851,3,1307253003.8314302
3678,70,852,2,1307255039.95014
3679,852,70,1,1307255106.08391
3680,727,597,1,1307256759.62977
3681,684,255,1,1307257719.0029
3682,594,113,1,1307258186.8996
3683,255,684,3,1307258736.9444199
3684,646,440,1,1307259261.9225302
3685,440,646,2,1307259437.50137
3686,847,378,1,1307259463.62501
3687,691,454,2,1307260569.57637
3688,454,691,1,1307260589.0158
3689,10,497,1,1307262653.0662801
3690,497,10,1,1307262676.20366
3691,691,781,2,1307263337.3457
3692,440,853,1,1307263824.42205
3693,853,440,1,1307263971.72187
3694,597,727,1,1307266424.42346
3695,691,854,-1,1307270535.88501
3696,734,855,1,1307273036.34441
3697,734,497,1,1307273118.94151
3698,10,40,1,1307276062.3108099
3699,40,10,1,1307276107.43879
3700,343,734,1,1307277520.05986
3701,734,343,1,1307277684.0543401
3702,613,10,1,1307277852.51356
3703,10,613,1,1307277901.5222301
3704,494,856,1,1307278886.62614
3705,808,526,1,1307282597.17957
3706,526,808,1,1307282887.96132
3707,791,857,3,1307283200.87015
3708,857,791,3,1307283406.60957
3709,691,858,2,1307283693.5155401
3710,858,691,2,1307283728.76486
3711,613,859,1,1307284378.583
3712,859,613,1,1307284586.90781
3713,701,495,2,1307285923.41591
3714,495,701,2,1307286021.88759
3715,576,791,2,1307287038.2574
3716,734,580,3,1307287507.8956199
3717,187,233,1,1307290716.24679
3718,233,187,1,1307291201.2882302
3719,761,860,1,1307291399.4558198
3720,255,861,5,1307291477.6744099
3721,860,761,2,1307291557.30575
3722,701,861,1,1307291716.12795
3723,861,701,1,1307291904.08986
3724,861,862,1,1307291973.7576098
3725,666,721,5,1307294046.45272
3726,721,666,5,1307294099.7225301
3727,19,739,2,1307294246.96399
3728,45,841,1,1307294364.7135699
3729,467,375,2,1307295069.95565
3730,45,592,1,1307295134.33229
3731,483,838,1,1307295143.87571
3732,838,483,1,1307295166.1755302
3733,483,863,1,1307295182.61928
3734,863,483,1,1307295215.82429
3735,592,45,1,1307297150.20425
3736,865,691,2,1307297994.1321
3737,141,167,1,1307298120.96151
3738,167,141,1,1307298333.07354
3739,378,701,2,1307298661.58164
3740,701,378,2,1307298709.92306
3741,761,791,2,1307298921.9535801
3742,791,761,3,1307298967.55531
3743,865,866,3,1307299443.46331
3744,106,734,1,1307299948.2778099
3745,734,106,1,1307300589.1010802
3746,866,859,5,1307301172.61781
3747,859,866,5,1307301199.0127401
3748,761,338,2,1307302186.2245
3749,338,761,1,1307302203.06352
3750,866,168,1,1307303079.3173199
3751,378,734,2,1307306213.35465
3752,734,378,2,1307306326.33784
3753,721,867,1,1307309182.23785
3754,791,734,3,1307309182.87386
3755,867,721,1,1307309193.60616
3756,45,869,1,1307309198.9049098
3757,45,198,1,1307309203.34316
3758,6,712,2,1307309551.7803
3759,712,6,2,1307309575.8694
3760,751,6,1,1307309772.63508
3761,6,751,1,1307309824.91413
3762,198,45,1,1307309914.88081
3763,867,870,1,1307309993.23655
3764,870,867,10,1307310168.19733
3765,870,508,10,1307310180.61034
3766,870,791,10,1307310216.93699
3767,691,871,2,1307311086.29662
3768,187,356,2,1307311785.8341599
3769,356,187,1,1307311888.48653
3770,871,691,2,1307313302.69281
3771,691,872,2,1307313334.32886
3772,872,691,2,1307313359.31407
3773,862,861,1,1307313660.30413
3774,797,505,1,1307313960.8515902
3775,868,867,3,1307313973.47947
3776,867,868,2,1307313986.93872
3777,791,845,3,1307314209.28846
3778,701,198,2,1307314442.73387
3779,198,701,3,1307314447.68682
3780,865,198,1,1307314794.05369
3781,440,497,1,1307316230.3401
3782,497,440,1,1307316233.1644402
3783,45,617,1,1307317278.44139
3784,617,45,1,1307317298.19966
3785,521,873,1,1307318426.93653
3786,873,521,1,1307319029.3341
3787,871,874,5,1307319642.53162
3788,874,871,5,1307319901.8719199
3789,865,365,2,1307320623.44817
3790,874,729,4,1307322152.91882
3791,440,875,1,1307322164.19876
3792,875,440,1,1307322433.41482
3793,791,673,3,1307322438.26023
3794,24,673,1,1307324193.21191
3795,673,24,2,1307324227.46169
3796,729,874,4,1307324438.40838
3797,671,75,2,1307326771.04951
3798,0,505,1,1307327004.7148
3799,505,0,1,1307327088.60803
3800,867,763,1,1307330908.68188
3801,228,343,4,1307332314.4254
3802,228,260,4,1307332406.63635
3803,673,750,2,1307333229.1496599
3804,867,876,1,1307333334.2437801
3805,750,673,2,1307334132.8445199
3806,482,877,1,1307334173.7301302
3807,877,482,1,1307334219.65413
3808,497,740,1,1307335537.00215
3809,757,791,2,1307336710.80479
3810,876,867,1,1307336939.0587199
3811,455,794,1,1307337285.22778
3812,794,455,1,1307337289.82096
3813,867,483,1,1307337490.02849
3814,483,867,1,1307337681.3403802
3815,507,646,1,1307339817.8091302
3816,507,440,2,1307339858.83125
3817,646,507,1,1307340020.7397802
3818,867,878,1,1307340714.1075802
3819,440,507,2,1307340945.67561
3820,878,867,1,1307341458.42379
3821,255,879,3,1307342344.42957
3822,783,440,5,1307348378.17804
3823,440,783,2,1307349320.1487
3824,684,879,2,1307350160.7783802
3825,880,879,2,1307352306.31811
3826,684,881,1,1307353691.53821
3827,881,684,1,1307353714.17449
3828,881,617,1,1307354459.74984
3829,617,881,1,1307354479.1991198
3830,865,483,4,1307355803.36855
3831,91,883,1,1307357102.28086
3832,883,91,1,1307357216.76765
3833,729,617,2,1307358365.91677
3834,797,27,1,1307358487.0961
3835,617,729,2,1307358569.85782
3836,27,797,1,1307358823.4998
3837,666,573,1,1307360818.00286
3838,343,850,1,1307362297.8421302
3839,428,884,3,1307362523.28444
3840,884,428,4,1307362727.13064
3841,850,343,1,1307362729.03232
3842,729,885,2,1307363916.8378901
3843,885,729,2,1307364155.1686401
3844,306,734,2,1307364560.86925
3845,603,378,1,1307365942.19573
3846,378,603,1,1307365964.49416
3847,729,886,2,1307366355.63931
3848,886,729,2,1307366391.30285
3849,729,887,2,1307366697.65788
3850,613,888,1,1307367862.43009
3851,163,865,2,1307368290.6528099
3852,865,163,6,1307368317.6644402
3853,729,694,2,1307368993.3118901
3854,888,613,1,1307369392.0123
3855,694,729,3,1307369652.66484
3856,865,6,2,1307370034.94159
3857,889,378,1,1307370434.1634
3858,826,867,2,1307375608.58364
3859,797,890,6,1307375700.06838
3860,890,797,6,1307375764.3496802
3861,726,506,1,1307376222.56806
3862,506,726,2,1307376328.67295
3863,797,26,2,1307376516.16748
3864,726,892,1,1307376712.5181801
3865,867,888,1,1307378436.71237
3866,888,867,1,1307378713.2701
3867,68,890,1,1307379047.45676
3868,892,726,1,1307379139.3450599
3869,890,68,1,1307380455.20856
3870,535,422,3,1307380539.2338
3871,734,306,2,1307380575.29387
3872,867,887,1,1307380784.3054
3873,887,867,1,1307380867.01305
3874,691,865,-1,1307381308.00206
3875,106,764,1,1307382414.04535
3876,195,893,1,1307382653.43692
3877,764,106,1,1307382661.57865
3878,893,195,1,1307382692.7655098
3879,887,729,1,1307382956.47435
3880,801,791,1,1307387427.6
3881,334,734,1,1307388018.43819
3882,538,233,1,1307388912.67239
3883,233,538,1,1307388925.31295
3884,787,505,1,1307389198.04352
3885,403,895,2,1307389499.9645
3886,734,334,1,1307391609.73065
3887,139,896,1,1307391832.24938
3888,896,139,2,1307391980.11882
3889,844,812,2,1307392257.59706
3890,734,791,1,1307392323.35785
3891,812,844,2,1307392695.89937
3892,886,791,3,1307393008.83915
3893,791,886,3,1307393054.91674
3894,365,865,-10,1307393404.20083
3895,791,865,-10,1307393671.02821
3896,198,865,-10,1307394726.99769
3897,435,485,2,1307394862.98893
3898,485,435,2,1307394936.12091
3899,727,535,3,1307396013.59157
3900,535,727,1,1307397045.55975
3901,866,865,-10,1307400281.62821
3902,739,19,2,1307400282.43403
3903,897,882,1,1307400727.62534
3904,867,898,1,1307402154.91449
3905,68,899,1,1307402449.98592
3906,898,867,1,1307402481.5841599
3907,701,106,1,1307404504.87316
3908,797,901,1,1307404846.81546
3909,586,29,1,1307405233.90901
3910,844,862,2,1307405729.7955198
3911,862,844,1,1307405789.86448
3912,646,887,1,1307406319.37556
3913,902,903,3,1307407377.1524198
3914,903,902,3,1307408313.33077
3915,882,879,10,1307413682.2623
3916,694,14,1,1307413792.57108
3917,244,813,1,1307415041.6394901
3918,844,905,2,1307415265.16121
3919,905,844,3,1307416472.41749
3920,856,494,5,1307417632.73884
3921,856,495,5,1307417749.3800302
3922,760,906,2,1307419299.06431
3923,906,760,2,1307419644.6877
3924,848,403,3,1307422079.6029801
3925,403,848,1,1307422102.63888
3926,91,79,1,1307431766.29078
3927,900,17,5,1307433212.03896
3928,6,907,2,1307434058.12023
3929,907,6,2,1307434441.1745698
3930,754,26,1,1307434452.08282
3931,26,754,1,1307434527.77049
3932,573,666,2,1307435045.06822
3933,896,19,2,1307436992.51598
3934,19,896,2,1307437066.0041099
3935,163,907,1,1307438838.4897099
3936,907,163,1,1307438910.26405
3937,758,908,2,1307441530.6779199
3938,334,909,1,1307445203.66917
3939,909,334,1,1307445871.54997
3940,221,910,1,1307448159.4449599
3941,910,221,1,1307448182.37805
3942,673,684,3,1307449996.49241
3943,694,791,5,1307451253.11567
3944,306,890,1,1307451347.8780801
3945,881,853,10,1307453986.47803
3946,685,791,1,1307455334.75495
3947,685,839,3,1307455516.6389802
3948,839,685,3,1307455545.70831
3949,876,911,2,1307459823.36654
3950,911,876,2,1307459824.40865
3951,91,132,1,1307460141.56355
3952,132,91,1,1307460149.984
3953,359,233,1,1307462061.91738
3954,233,359,1,1307462165.99369
3955,673,791,4,1307466268.08994
3956,716,913,1,1307469257.66766
3957,913,716,1,1307469454.83862
3958,890,306,2,1307471101.7381802
3959,716,75,2,1307471285.79649
3960,376,791,1,1307471337.17061
3961,791,376,3,1307471365.38514
3962,75,716,2,1307471387.54054
3963,891,887,1,1307471428.05584
3964,648,914,5,1307471782.24185
3965,791,915,3,1307472278.67172
3966,853,881,5,1307473194.11002
3967,791,916,3,1307473435.98734
3968,915,791,3,1307473568.3879
3969,916,791,2,1307474579.79713
3970,791,893,3,1307474946.55474
3971,203,350,3,1307475960.06614
3972,791,701,2,1307476715.19085
3973,701,791,2,1307476736.6130302
3974,791,918,3,1307477939.74926
3975,918,791,3,1307477945.55618
3976,791,919,3,1307478344.82249
3977,609,163,2,1307479557.76011
3978,163,609,2,1307479572.37559
3979,6,93,4,1307482055.23061
3980,867,920,1,1307484451.44005
3981,791,879,10,1307484510.79476
3982,920,867,1,1307484592.03936
3983,688,791,5,1307484712.42902
3984,851,6,5,1307485124.4300401
3985,882,362,1,1307485802.1594698
3986,362,882,1,1307485834.58711
3987,6,922,1,1307488001.4639
3988,922,6,7,1307488084.64369
3989,362,920,1,1307488599.73439
3990,920,362,1,1307488621.2971
3991,923,6,2,1307489376.58078
3992,867,891,3,1307489426.66615
3993,891,867,5,1307489605.7904902
3994,791,853,7,1307490694.7688901
3995,462,233,3,1307493931.75728
3996,233,462,3,1307494159.00209
3997,893,791,7,1307494954.5647
3998,244,760,3,1307495588.51466
3999,132,233,1,1307495698.46409
4000,902,925,1,1307495711.6452
4001,233,132,1,1307495712.56309
4002,806,926,1,1307495862.78666
4003,925,902,1,1307495885.0079901
4004,926,806,1,1307495913.0586698
4005,233,494,1,1307497532.3888302
4006,494,233,1,1307497898.54209
4007,729,927,2,1307498578.70912
4008,927,729,2,1307498712.02378
4009,537,844,2,1307499779.62652
4010,844,537,2,1307499815.92217
4011,927,788,1,1307500093.88305
4012,233,726,1,1307500644.6992302
4013,726,233,3,1307500840.62411
4014,791,894,3,1307501211.73447
4015,882,313,1,1307501551.0817199
4016,313,882,1,1307501633.4247599
4017,894,791,3,1307501716.4093199
4018,664,786,2,1307501757.02786
4019,786,664,2,1307502211.88204
4020,882,884,1,1307502768.79276
4021,884,882,1,1307502770.72698
4022,729,924,4,1307503294.57539
4023,377,6,5,1307504979.12875
4024,760,928,1,1307505619.7321599
4025,760,244,3,1307505630.41275
4026,163,784,3,1307507430.9909
4027,784,163,3,1307507601.26487
4028,233,926,2,1307507923.57988
4029,926,233,2,1307507949.29935
4030,159,926,1,1307508385.167
4031,926,159,1,1307508414.29268
4032,506,929,1,1307508874.97115
4033,929,506,1,1307508906.48369
4034,159,494,10,1307509354.71856
4035,673,930,2,1307509790.40014
4036,928,760,1,1307510666.9312599
4037,862,931,1,1307513544.44285
4038,701,932,1,1307513590.23171
4039,565,376,1,1307513655.24116
4040,376,565,1,1307513684.58356
4041,931,862,1,1307513829.48766
4042,932,701,1,1307517366.27442
4043,497,106,1,1307518534.30819
4044,106,855,1,1307518545.10091
4045,106,497,1,1307518608.21327
4046,684,933,2,1307522156.0770302
4047,933,684,2,1307522172.6143
4048,26,853,1,1307524979.2049198
4049,26,934,1,1307525004.4362
4050,26,935,1,1307525017.17703
4051,569,936,1,1307526243.27345
4052,936,569,10,1307526336.74756
4053,376,761,3,1307526485.82239
4054,761,376,3,1307526692.49399
4055,936,882,10,1307527425.37638
4056,882,936,1,1307528234.75806
4057,882,912,1,1307529583.90528
4058,912,882,1,1307529718.07795
4059,884,183,1,1307529735.23244
4060,183,884,1,1307529771.17626
4061,362,937,1,1307532439.2422302
4062,938,937,2,1307534038.7716599
4063,937,362,1,1307534157.7095098
4064,909,26,1,1307535669.85654
4065,853,939,2,1307536958.07324
4066,740,786,3,1307540633.004
4067,786,740,3,1307540848.87195
4068,932,940,1,1307541361.60735
4069,729,376,4,1307541579.0891302
4070,376,729,2,1307541616.53016
4071,940,932,2,1307541643.57758
4072,940,941,1,1307541712.39515
4073,941,940,1,1307541832.12646
4074,941,942,1,1307541856.09806
4075,943,729,2,1307543136.99081
4076,587,233,1,1307543981.09818
4077,334,890,1,1307544181.73155
4078,896,569,2,1307544681.59784
4079,569,896,2,1307544707.6724699
4080,255,944,5,1307546135.1782699
4081,912,602,1,1307546514.09957
4082,944,255,5,1307546683.4693801
4083,691,519,2,1307547395.40926
4084,519,691,1,1307547518.70863
4085,899,68,2,1307547823.86134
4086,592,514,1,1307547903.11518
4087,900,885,2,1307547990.5719302
4088,885,900,2,1307548068.24878
4089,770,876,2,1307548182.05885
4090,876,770,1,1307548217.28262
4091,912,945,1,1307548841.8959599
4092,945,912,1,1307548901.10415
4093,435,714,2,1307549321.16295
4094,714,435,2,1307549328.91554
4095,403,844,2,1307550092.19254
4096,714,844,3,1307550132.17031
4097,449,946,4,1307551056.8989801
4098,946,449,4,1307551189.00534
4099,209,201,8,1307552148.05063
4100,306,947,1,1307552732.41516
4101,6,797,3,1307553971.03366
4102,729,449,3,1307554251.8282
4103,449,729,3,1307554468.48263
4104,714,948,2,1307555397.2788801
4105,514,592,2,1307555446.6273801
4106,947,306,1,1307555648.95333
4107,948,714,2,1307555682.8004599
4108,233,591,1,1307556179.47206
4109,591,233,1,1307556189.4179802
4110,684,949,1,1307556293.68165
4111,942,941,1,1307556295.1377099
